step,token_id,token_text,wall_us,n_kv_cells,rss_kb,log_prob,nll,evicted_this_step
106,279," the",120426552,9843,534948,-0.000094,0.000094,0
107,11002," Japanese",120455452,9844,534948,-0.000142,0.000142,0
108,19574," Navy",120484550,9845,534948,-0.001225,0.001225,0
109,596,"'s",120512350,9846,534948,-0.008516,0.008516,0
110,12876," desire",120540731,9847,534948,-0.000213,0.000213,0
111,311," to",120569166,9848,534948,-0.000065,0.000065,0
112,10519," maintain",120597425,9849,534996,-0.000741,0.000741,0
113,264," a",120625812,9850,534996,-0.000083,0.000083,0
114,26155," fleet",120653849,9851,534996,-0.000105,0.000105,0
115,449," with",120682123,9852,534996,-0.000201,0.000201,0
116,520," at",120709575,9853,534996,-0.001357,0.001357,0
117,3325," least",120737121,9854,534996,-0.000023,0.000023,0
118,220," ",120766229,9855,534996,-0.000023,0.000023,0
119,2031,"70",120796072,9856,534996,-0.000245,0.000245,0
120,1034," %",120824815,9857,534996,-0.026016,0.026016,0
121,439," as",120853805,9858,534996,-0.000024,0.000024,0
122,1690," many",120883960,9859,534996,-0.000029,0.000029,0
123,6864," capital",120912799,9860,534996,-0.000009,0.000009,0
124,18198," ships",120942471,9861,534996,-0.000374,0.000374,0
125,439," as",120972225,9862,534996,-0.000012,0.000012,0
126,279," the",121000373,9863,534996,-0.000004,0.000004,0
127,2326," US",121028059,9864,534996,-0.000058,0.000058,0
128,19574," Navy",121054448,9865,534996,-0.000237,0.000237,0
129,662," .",121080841,9866,534996,-0.015119,0.015119,0
130,578," The",121108027,9867,534996,-0.008584,0.008584,0
131,358," I",121136236,9868,534996,-0.165535,0.165535,0
132,41,"J",121164964,9869,534996,-0.001684,0.001684,0
133,45,"N",121194423,9870,534996,-0.001362,0.001362,0
134,364," '",121223191,9871,534996,-0.015181,0.015181,0
135,82,"s",121251999,9872,534996,-0.000009,0.000009,0
136,26155," fleet",121281653,9873,534996,-0.002208,0.002208,0
137,574," was",121311461,9874,534996,-0.006907,0.006907,0
138,6319," designed",121341745,9875,534996,-0.000876,0.000876,0
139,311," to",121370940,9876,534996,-0.000305,0.000305,0
140,387," be",121400117,9877,534932,-0.000103,0.000103,0
141,13171," capable",121428551,9878,534896,-0.002296,0.002296,0
142,315," of",121456972,9879,534932,-0.000047,0.000047,0
143,11039," fighting",121485913,9880,534932,-0.000106,0.000106,0
144,264," a",121514077,9881,534932,-0.000384,0.000384,0
145,1403," two",121541930,9882,534932,-0.000152,0.000152,0
146,12,"-",121571684,9883,534932,-0.000409,0.000409,0
147,5383,"ship",121601662,9884,534932,-0.012381,0.012381,0
148,8209," battle",121631785,9885,534996,-0.000491,0.000491,0
149,304," in",121661591,9886,534996,-0.000041,0.000041,0
150,11002," Japanese",121691398,9887,534996,-0.000048,0.000048,0
151,21160," waters",121721609,9888,534996,-0.000126,0.000126,0
152,323," and",121751318,9889,534996,-0.000193,0.000193,0
153,1053," would",121780390,9890,534996,-0.001711,0.001711,0
154,617," have",121808346,9891,534996,-0.000282,0.000282,0
155,1027," been",121837177,9892,534996,-0.000044,0.000044,0
156,279," the",121864951,9893,534992,-0.000025,0.000025,0
157,7928," largest",121892827,9894,534992,-0.000056,0.000056,0
158,26155," fleet",121920584,9895,534996,-0.000156,0.000156,0
159,3596," ever",121949954,9896,534996,-0.000075,0.000075,0
160,5918," built",121979931,9897,534996,-0.000320,0.000320,0
161,520," at",122009594,9898,534996,-0.000038,0.000038,0
162,430," that",122038844,9899,534996,-0.000095,0.000095,0
163,892," time",122067964,9900,534996,-0.000011,0.000011,0
164,662," .",122096627,9901,534996,-0.031674,0.031674,0
165,578," The",122126081,9902,534996,-0.005164,0.005164,0
166,2955," design",122153914,9903,534996,-0.009405,0.009405,0
167,315," of",122181041,9904,534940,-0.001222,0.001222,0
168,279," the",122207588,9905,534940,-0.000067,0.000067,0
169,25572," battles",122233845,9906,534940,-0.004524,0.004524,0
170,34322,"hips",122261128,9907,534940,-0.005379,0.005379,0
171,574," was",122287680,9908,534940,-0.001076,0.001076,0
172,28160," influenced",122315790,9909,534940,-0.000377,0.000377,0
173,555," by",122343218,9910,534996,-0.000060,0.000060,0
174,279," the",122371380,9911,534996,-0.000095,0.000095,0
175,11002," Japanese",122398580,9912,534940,-0.000139,0.000139,0
176,19574," Navy",122425019,9913,534848,-0.000491,0.000491,0
177,596,"'s",122451502,9914,534904,-0.001251,0.001251,0
178,12876," desire",122477856,9915,534904,-0.000132,0.000132,0
179,311," to",122506390,9916,534904,-0.000068,0.000068,0
180,10519," maintain",122532819,9917,534904,-0.000507,0.000507,0
181,264," a",122560884,9918,534996,-0.000079,0.000079,0
182,26155," fleet",122593144,9919,534996,-0.000064,0.000064,0
183,449," with",122620728,9920,534996,-0.000212,0.000212,0
184,520," at",122652596,9921,534996,-0.001287,0.001287,0
185,3325," least",122682494,9922,534996,-0.000028,0.000028,0
186,220," ",122712234,9923,534996,-0.000016,0.000016,0
187,2031,"70",122742038,9924,534996,-0.000147,0.000147,0
188,1034," %",122772443,9925,534996,-0.036116,0.036116,0
189,439," as",122802159,9926,534996,-0.000030,0.000030,0
190,1690," many",122832015,9927,534996,-0.000033,0.000033,0
191,6864," capital",122861744,9928,534996,-0.000013,0.000013,0
192,18198," ships",122891127,9929,534996,-0.000341,0.000341,0
193,439," as",122919277,9930,534992,-0.000008,0.000008,0
194,279," the",122947215,9931,534992,-0.000007,0.000007,0
195,2326," US",122974909,9932,534992,-0.000053,0.000053,0
196,19574," Navy",123002810,9933,534992,-0.000200,0.000200,0
197,662," .",123030494,9934,534996,-0.037030,0.037030,0
198,578," The",123056683,9935,534996,-0.004678,0.004678,0
199,358," I",123084371,9936,534996,-0.117529,0.117529,0
200,41,"J",123112745,9937,534996,-0.000726,0.000726,0
201,45,"N",123141869,9938,534896,-0.000864,0.000864,0
202,364," '",123168147,9939,534996,-0.010651,0.010651,0
203,82,"s",123199112,9940,534996,-0.000012,0.000012,0
204,26155," fleet",123229908,9941,534996,-0.000662,0.000662,0
205,574," was",123257688,9942,534996,-0.002100,0.002100,0
206,6319," designed",123283748,9943,534996,-0.000866,0.000866,0
207,311," to",123310063,9944,534996,-0.000213,0.000213,0
208,387," be",123338080,9945,534996,-0.000049,0.000049,0
209,13171," capable",123366913,9946,534996,-0.001571,0.001571,0
210,315," of",123394898,9947,534996,-0.000070,0.000070,0
211,11039," fighting",123423269,9948,534996,-0.000061,0.000061,0
212,264," a",123451667,9949,534996,-0.000343,0.000343,0
213,1403," two",123480867,9950,534952,-0.000078,0.000078,0
214,12,"-",123509813,9951,534952,-0.000095,0.000095,0
215,5383,"ship",123537629,9952,534996,-0.009573,0.009573,0
216,8209," battle",123566015,9953,534996,-0.000339,0.000339,0
217,304," in",123593089,9954,534996,-0.000027,0.000027,0
218,11002," Japanese",123620008,9955,534996,-0.000061,0.000061,0
219,21160," waters",123646376,9956,534996,-0.000116,0.000116,0
220,323," and",123673633,9957,534996,-0.000119,0.000119,0
221,1053," would",123700601,9958,534996,-0.000842,0.000842,0
222,617," have",123728656,9959,534996,-0.000177,0.000177,0
223,1027," been",123757061,9960,534996,-0.000024,0.000024,0
224,279," the",123785385,9961,534996,-0.000012,0.000012,0
225,7928," largest",123813841,9962,534996,-0.000036,0.000036,0
226,26155," fleet",123842611,9963,534996,-0.000122,0.000122,0
227,3596," ever",123872116,9964,534996,-0.000058,0.000058,0
228,5918," built",123902357,9965,534976,-0.000309,0.000309,0
229,520," at",123931639,9966,534976,-0.000025,0.000025,0
230,430," that",123961018,9967,534976,-0.000061,0.000061,0
231,892," time",123989629,9968,534976,-0.000009,0.000009,0
232,662," .",124017510,9969,534976,-0.055692,0.055692,0
233,578," The",124045137,9970,534976,-0.007028,0.007028,0
234,2955," design",124073415,9971,534968,-0.004096,0.004096,0
235,315," of",124102402,9972,534968,-0.000485,0.000485,0
236,279," the",124132211,9973,534988,-0.000021,0.000021,0
237,25572," battles",124161999,9974,534988,-0.001570,0.001570,0
238,34322,"hips",124191877,9975,534988,-0.004275,0.004275,0
239,574," was",124222358,9976,534988,-0.000632,0.000632,0
240,28160," influenced",124252375,9977,534988,-0.000223,0.000223,0
241,555," by",124281399,9978,534988,-0.000038,0.000038,0
242,279," the",124310900,9979,534988,-0.000031,0.000031,0
243,11002," Japanese",124340927,9980,534996,-0.000106,0.000106,0
244,19574," Navy",124368770,9981,534996,-0.000199,0.000199,0
245,596,"'s",124396646,9982,534996,-0.000609,0.000609,0
246,12876," desire",124424321,9983,534996,-0.000096,0.000096,0
247,311," to",124451866,9984,534996,-0.000036,0.000036,0
248,10519," maintain",124480477,9985,534996,-0.000233,0.000233,0
249,264," a",124510684,9986,534996,-0.000054,0.000054,0
250,26155," fleet",124540256,9987,534996,-0.000038,0.000038,0
251,449," with",124568925,9988,534996,-0.000100,0.000100,0
252,520," at",124598492,9989,534996,-0.000520,0.000520,0
253,3325," least",124628203,9990,534996,-0.000029,0.000029,0
254,220," ",124657030,9991,534996,-0.000013,0.000013,0
255,2031,"70",124685888,9992,534996,-0.000130,0.000130,0
256,1034," %",124714453,9993,534996,-0.011479,0.011479,0
257,439," as",124742195,9994,534984,-0.000020,0.000020,0
258,1690," many",124769729,9995,534996,-0.000029,0.000029,0
259,6864," capital",124797541,9996,534992,-0.000016,0.000016,0
260,18198," ships",124825566,9997,534992,-0.000274,0.000274,0
261,439," as",124854922,9998,534992,-0.000007,0.000007,0
262,279," the",124884818,9999,534996,-0.000008,0.000008,0
263,2326," US",124914838,10000,534996,-0.000052,0.000052,0
264,19574," Navy",124944061,10001,534996,-0.000224,0.000224,0
265,662," .",124973701,10002,534996,-0.041060,0.041060,0
266,578," The",125003597,10003,534996,-0.003687,0.003687,0
267,358," I",125032939,10004,534996,-0.029772,0.029772,0
268,41,"J",125062811,10005,534996,-0.000463,0.000463,0
269,45,"N",125091373,10006,534996,-0.000824,0.000824,0
270,364," '",125117869,10007,534996,-0.002830,0.002830,0
271,82,"s",125143949,10008,534996,-0.000014,0.000014,0
272,26155," fleet",125171285,10009,534996,-0.000284,0.000284,0
273,574," was",125198131,10010,534996,-0.000940,0.000940,0
274,6319," designed",125227492,10011,534996,-0.000561,0.000561,0
275,311," to",125256263,10012,534996,-0.000126,0.000126,0
276,387," be",125284993,10013,534996,-0.000030,0.000030,0
277,13171," capable",125313864,10014,534996,-0.001089,0.001089,0
278,315," of",125342624,10015,534996,-0.000082,0.000082,0
279,11039," fighting",125371443,10016,534996,-0.000044,0.000044,0
280,264," a",125400316,10017,534996,-0.000285,0.000285,0
281,1403," two",125429824,10018,534996,-0.000069,0.000069,0
282,12,"-",125459594,10019,534996,-0.000045,0.000045,0
283,5383,"ship",125488039,10020,534996,-0.007147,0.007147,0
284,8209," battle",125516276,10021,534996,-0.000255,0.000255,0
285,304," in",125543778,10022,534996,-0.000021,0.000021,0
286,11002," Japanese",125570674,10023,534992,-0.000067,0.000067,0
287,21160," waters",125597657,10024,534992,-0.000108,0.000108,0
288,323," and",125623945,10025,534992,-0.000090,0.000090,0
289,1053," would",125650202,10026,534992,-0.000524,0.000524,0
290,617," have",125676436,10027,534992,-0.000145,0.000145,0
291,1027," been",125707091,10028,534992,-0.000020,0.000020,0
292,279," the",125735814,10029,534968,-0.000012,0.000012,0
293,7928," largest",125769692,10030,534968,-0.000031,0.000031,0
294,26155," fleet",125798582,10031,534968,-0.000115,0.000115,0
295,3596," ever",125828088,10032,534968,-0.000067,0.000067,0
296,5918," built",125857303,10033,534968,-0.000372,0.000372,0
297,520," at",125884987,10034,534968,-0.000020,0.000020,0
298,430," that",125914927,10035,534932,-0.000053,0.000053,0
299,892," time",125942409,10036,534844,-0.000014,0.000014,0
300,662," .",125973328,10037,534880,-0.071245,0.071245,0
301,578," The",126002482,10038,534880,-0.009141,0.009141,0
302,2955," design",126031425,10039,534996,-0.002108,0.002108,0
303,315," of",126060465,10040,534996,-0.000305,0.000305,0
304,279," the",126089829,10041,534996,-0.000021,0.000021,0
305,25572," battles",126119602,10042,534996,-0.001151,0.001151,0
306,34322,"hips",126149697,10043,534996,-0.003867,0.003867,0
307,574," was",126179105,10044,534956,-0.000454,0.000454,0
308,28160," influenced",126208591,10045,534996,-0.000254,0.000254,0
309,555," by",126237326,10046,534996,-0.000040,0.000040,0
310,279," the",126265778,10047,534996,-0.000023,0.000023,0
311,11002," Japanese",126293416,10048,534996,-0.000117,0.000117,0
312,19574," Navy",126320886,10049,534996,-0.000171,0.000171,0
313,596,"'s",126348213,10050,534996,-0.000362,0.000362,0
314,12876," desire",126376378,10051,534996,-0.000106,0.000106,0
315,311," to",126404892,10052,534996,-0.000037,0.000037,0
316,10519," maintain",126433477,10053,534996,-0.000204,0.000204,0
317,264," a",126462580,10054,534996,-0.000047,0.000047,0
318,26155," fleet",126491658,10055,534996,-0.000033,0.000033,0
319,449," with",126520292,10056,534996,-0.000075,0.000075,0
320,520," at",126548629,10057,534996,-0.000300,0.000300,0
321,3325," least",126577042,10058,534996,-0.000029,0.000029,0
322,220," ",126605137,10059,534996,-0.000009,0.000009,0
323,2031,"70",126633047,10060,534996,-0.000138,0.000138,0
324,1034," %",126660830,10061,534996,-0.008785,0.008785,0
325,439," as",126688548,10062,534996,-0.000023,0.000023,0
326,1690," many",126717895,10063,534996,-0.000039,0.000039,0
327,6864," capital",126748909,10064,534996,-0.000015,0.000015,0
328,18198," ships",126778005,10065,534996,-0.000266,0.000266,0
329,439," as",126806247,10066,534996,-0.000008,0.000008,0
330,279," the",126833613,10067,534996,-0.000009,0.000009,0
331,2326," US",126862747,10068,534996,-0.000056,0.000056,0
332,19574," Navy",126891877,10069,534996,-0.000226,0.000226,0
333,662," .",126920593,10070,534996,-0.053711,0.053711,0
334,578," The",126949570,10071,534996,-0.003584,0.003584,0
335,358," I",126977431,10072,534996,-0.019079,0.019079,0
336,41,"J",127006327,10073,534996,-0.000374,0.000374,0
337,45,"N",127034607,10074,534996,-0.000844,0.000844,0
338,364," '",127062047,10075,534912,-0.002724,0.002724,0
339,82,"s",127088702,10076,534912,-0.000014,0.000014,0
340,26155," fleet",127115355,10077,534912,-0.000207,0.000207,0
341,574," was",127141560,10078,534912,-0.000584,0.000584,0
342,6319," designed",127167761,10079,534912,-0.000409,0.000409,0
343,311," to",127194574,10080,534912,-0.000094,0.000094,0
344,387," be",127221840,10081,534912,-0.000029,0.000029,0
345,13171," capable",127248708,10082,534912,-0.000950,0.000950,0
346,315," of",127275033,10083,534912,-0.000087,0.000087,0
347,11039," fighting",127301646,10084,534912,-0.000042,0.000042,0
348,264," a",127328800,10085,534996,-0.000277,0.000277,0
349,1403," two",127355089,10086,534996,-0.000055,0.000055,0
350,12,"-",127390081,10087,534996,-0.000029,0.000029,0
351,5383,"ship",127419175,10088,534996,-0.005774,0.005774,0
352,8209," battle",127446665,10089,534996,-0.000231,0.000231,0
353,304," in",127474070,10090,534996,-0.000027,0.000027,0
354,11002," Japanese",127503089,10091,534996,-0.000069,0.000069,0
355,21160," waters",127530679,10092,534996,-0.000112,0.000112,0
356,323," and",127558659,10093,534996,-0.000074,0.000074,0
357,1053," would",127587394,10094,534996,-0.000492,0.000492,0
358,617," have",127615487,10095,534996,-0.000165,0.000165,0
359,1027," been",127643980,10096,534968,-0.000020,0.000020,0
360,279," the",127672797,10097,534968,-0.000015,0.000015,0
361,7928," largest",127701305,10098,534968,-0.000036,0.000036,0
362,26155," fleet",127730431,10099,534968,-0.000116,0.000116,0
363,3596," ever",127758617,10100,534968,-0.000085,0.000085,0
364,5918," built",127785053,10101,534968,-0.000403,0.000403,0
365,520," at",127811492,10102,534968,-0.000023,0.000023,0
366,430," that",127838028,10103,534968,-0.000059,0.000059,0
367,892," time",127864632,10104,534996,-0.000017,0.000017,0
368,662," .",127892090,10105,534996,-0.088695,0.088695,0
369,578," The",127919718,10106,534996,-0.010815,0.010815,0
370,2955," design",127948709,10107,534996,-0.000902,0.000902,0
371,315," of",127977264,10108,534996,-0.000257,0.000257,0
372,279," the",128006221,10109,534996,-0.000024,0.000024,0
373,25572," battles",128034747,10110,534996,-0.000948,0.000948,0
374,34322,"hips",128063897,10111,534996,-0.003342,0.003342,0
375,574," was",128094041,10112,534972,-0.000496,0.000496,0
376,28160," influenced",128123741,10113,534920,-0.000182,0.000182,0
377,555," by",128152560,10114,534996,-0.000052,0.000052,0
378,279," the",128183564,10115,534996,-0.000026,0.000026,0
379,11002," Japanese",128211627,10116,534996,-0.000125,0.000125,0
380,19574," Navy",128239970,10117,534996,-0.000180,0.000180,0
381,596,"'s",128269427,10118,534996,-0.000294,0.000294,0
382,12876," desire",128299352,10119,534996,-0.000151,0.000151,0
383,311," to",128329617,10120,534996,-0.000048,0.000048,0
384,10519," maintain",128360301,10121,534996,-0.000217,0.000217,0
385,264," a",128390821,10122,534996,-0.000056,0.000056,0
386,26155," fleet",128420667,10123,534996,-0.000031,0.000031,0
387,449," with",128449961,10124,534996,-0.000076,0.000076,0
388,520," at",128479337,10125,534996,-0.000303,0.000303,0
389,3325," least",128507936,10126,534888,-0.000028,0.000028,0
390,220," ",128534474,10127,534996,-0.000008,0.000008,0
391,2031,"70",128560915,10128,534996,-0.000135,0.000135,0
392,1034," %",128587132,10129,534996,-0.006203,0.006203,0
393,439," as",128613421,10130,534984,-0.000026,0.000026,0
394,1690," many",128641422,10131,534984,-0.000047,0.000047,0
395,6864," capital",128670093,10132,534984,-0.000018,0.000018,0
396,18198," ships",128698961,10133,534996,-0.000299,0.000299,0
397,439," as",128727511,10134,534996,-0.000013,0.000013,0
398,279," the",128755817,10135,534996,-0.000011,0.000011,0
399,2326," US",128784643,10136,534996,-0.000070,0.000070,0
400,19574," Navy",128812377,10137,534996,-0.000308,0.000308,0
401,662," .",128839284,10138,534900,-0.066291,0.066291,0
402,578," The",128865938,10139,534996,-0.005494,0.005494,0
403,358," I",128892427,10140,534996,-0.008701,0.008701,0
404,41,"J",128918862,10141,534996,-0.000420,0.000420,0
405,45,"N",128945569,10142,534996,-0.000887,0.000887,0
406,364," '",128972329,10143,534996,-0.002324,0.002324,0
407,82,"s",128999061,10144,534996,-0.000013,0.000013,0
408,26155," fleet",129026348,10145,534996,-0.000226,0.000226,0
409,574," was",129054600,10146,534996,-0.000575,0.000575,0
410,6319," designed",129083636,10147,534996,-0.000392,0.000392,0
411,311," to",129112444,10148,534996,-0.000074,0.000074,0
412,387," be",129140972,10149,534996,-0.000031,0.000031,0
413,13171," capable",129169627,10150,534996,-0.000962,0.000962,0
414,315," of",129197816,10151,534996,-0.000108,0.000108,0
415,11039," fighting",129225602,10152,534996,-0.000044,0.000044,0
416,264," a",129252759,10153,534996,-0.000301,0.000301,0
417,1403," two",129279215,10154,534996,-0.000063,0.000063,0
418,12,"-",129305866,10155,534996,-0.000029,0.000029,0
419,5383,"ship",129332065,10156,534996,-0.005472,0.005472,0
420,8209," battle",129360144,10157,534996,-0.000219,0.000219,0
421,304," in",129388920,10158,534996,-0.000025,0.000025,0
422,11002," Japanese",129417666,10159,534996,-0.000080,0.000080,0
423,21160," waters",129446824,10160,534996,-0.000116,0.000116,0
424,323," and",129475925,10161,534996,-0.000069,0.000069,0
425,1053," would",129504130,10162,534996,-0.000477,0.000477,0
426,617," have",129532555,10163,534996,-0.000149,0.000149,0
427,1027," been",129560626,10164,534996,-0.000024,0.000024,0
428,279," the",129587751,10165,534928,-0.000019,0.000019,0
429,7928," largest",129614769,10166,534928,-0.000041,0.000041,0
430,26155," fleet",129641283,10167,534928,-0.000125,0.000125,0
431,3596," ever",129669044,10168,534996,-0.000095,0.000095,0
432,5918," built",129696185,10169,534996,-0.000481,0.000481,0
433,520," at",129724517,10170,534996,-0.000024,0.000024,0
434,430," that",129753504,10171,534996,-0.000063,0.000063,0
435,892," time",129782335,10172,534996,-0.000019,0.000019,0
436,662," .",129811002,10173,534996,-0.114027,0.114027,0
437,578," The",129838916,10174,534996,-0.020591,0.020591,0
438,2955," design",129866927,10175,534996,-0.002099,0.002099,0
439,315," of",129895302,10176,534996,-0.000266,0.000266,0
440,279," the",129923134,10177,534996,-0.000030,0.000030,0
441,25572," battles",129951428,10178,534996,-0.000996,0.000996,0
442,34322,"hips",129978654,10179,534996,-0.003448,0.003448,0
443,574," was",130006248,10180,534996,-0.000493,0.000493,0
444,28160," influenced",130032929,10181,534996,-0.000182,0.000182,0
445,555," by",130060091,10182,534996,-0.000062,0.000062,0
446,279," the",130086752,10183,534996,-0.000023,0.000023,0
447,11002," Japanese",130114827,10184,534996,-0.000140,0.000140,0
448,19574," Navy",130142724,10185,534996,-0.000171,0.000171,0
449,596,"'s",130170575,10186,534996,-0.000312,0.000312,0
450,12876," desire",130198924,10187,534996,-0.000181,0.000181,0
451,311," to",130227345,10188,534996,-0.000055,0.000055,0
452,10519," maintain",130255304,10189,534996,-0.000235,0.000235,0
453,264," a",130283590,10190,534996,-0.000059,0.000059,0
454,26155," fleet",130312054,10191,534996,-0.000030,0.000030,0
455,449," with",130340392,10192,534996,-0.000082,0.000082,0
456,520," at",130367691,10193,534996,-0.000194,0.000194,0
457,3325," least",130395043,10194,534988,-0.000033,0.000033,0
458,220," ",130421922,10195,534988,-0.000005,0.000005,0
459,2031,"70",130448397,10196,534988,-0.000139,0.000139,0
460,1034," %",130474999,10197,534996,-0.005500,0.005500,0
